Id,Text,IsFlagged,IsReviewed,CreatedBy,Topics,CorrectAnswer,CorrectAnswerExplanation,IncorrectAnswers
9d46cc28-b097-4222-8ac1-7e93917c1996,Damage to which of the following nerves would result in flexed little and ring fingers?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Ulnar,"Injury to the ulnar nerve leads to paralysis of the interossei, so abduction and adduction of the fingers cannot occur. Movement of the little and ring fingers is greatly reduced, due to paralysis of the medial two lumbricals.

Ulnar claw consists of:
1. Hyper-extension of the metacarpophalangeal joints of the little and ring fingers   this is because of the paralysis of the medial two lumbricals, and the now unopposed action of the extensor muscles
2. Flexion at the interphalangeal joints (if the lesion has occurred close to the elbow, this might not be evident, as the flexor digitorum profundus will be paralysed)

Reference: <a href=""http://teachmeanatomy.info/upper-limb/nerves/the-ulnar-nerve/"" target=""_blank"">TeachMeAnatomy</a>",Musculocutaneous;;Radial;;Axillary;;Median
528d75c8-e63a-461e-ba8a-80e320a63c54,Damage to which nerve would result in wrist drop?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Radial,"The radial nerve supplies the extensors of the wrist: extensor carpi ulnaris and extensor carpi radialis longus/brevis. If these nerves do not function, the wrist 'drops'.

Reference: <a href=""http://teachmeanatomy.info/upper-limb/nerves/radial-nerve/"" target=""_blank"">TeachMeAnatomy - Radial Nerve</a>",Ulnar;;Axillary;;Musculocutaneous;;Median
990ddf24-f888-44b7-b32a-0f5d7a2c86ce,Which of the following cortices has the potential to inhibit or dampen pain sensation?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Motor,,Primary auditory;;Prefrontal;;Occipital;;Somatosensory
1fa9c820-6c27-493d-aee1-09768195a1a3,A hemicord lesion on the left side of the spinal cord would produce motor loss in which region?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Left leg,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/thJVYd-EjwU?ecver=1"" frameborder=""0"" allowfullscreen></iframe>",No motor loss occurs in hemicord lesion;;Right leg;;Right arm;;Both legs
11623559-38a8-4452-9b44-3056ea4294bd,Which of the following dopamine pathways is implicated in addiction?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Mesolimbic,,Corticospinal;;Nigrostriatal;;Mesocortical;;Tuberoinfundibular
03aa0f45-6aab-43a2-b35a-1f0e8252b6a8,Which of these is not a type of opioid receptor?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Gamma,,Delta;;Omega;;Kappa;;Mu
059e4fa1-3425-4c98-8523-db242c0e4813,Which spinal nerve forms the dermatome for the little finger?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),C8,"<img src=""https://medical.azureedge.net/images/i71_l.jpg"" alt=""Upper Limb Dermatomes"">",C6;;C5;;T1;;C7
7145a7a7-f4ca-4c7d-bc3f-b064cd8554bb,Which of the following treatments is not used in the management of myasthenia gravis?,FALSE,TRUE,Rhys Kelly***,,Intraarterial immunoglobulin,,Prednisolone;;Thymectomy;;Intravenous immunoglobulin;;Cholinesterase inhibitors
54d3a656-8558-4e2c-ba5b-17981b24bb1b,Which of the following is not typically associated with nociceptor injury?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Neoplastic,,Viral;;Chemotherapeutics;;Traumatic;;Metabolic
29179722-88ef-4621-98b2-f00f8696631f,Which of these correctly describes a C-Fibre?,FALSE,TRUE,Rhys Kelly***,Brain and Behaviour(Year 2),Small and unmyelinated,,Small and myelinated;;Medium and unmyelinated;;Large and unmyelinated;;Large myelinated
1269cba6-cc24-435d-8faf-f43eeaa1619a,"Q1. A 8-year-old boy presents to the Emergency Department with a left-sided limp since one day ago.
He is able to walk, albeit with pain. He is otherwise well. Upon further questioning, his caregivers report coryzal symptoms one week prior.
On examination, he is normal weight child and afebrile. His left hip is not warm, swollen or erythematous. Additionally, it is not externally rotated or shortened. No neurological symptoms are present.
What would be the most appropriate management?",FALSE,TRUE,Nath Xin***,Children's Health(Year 3);;Emergency Medicine(Year 4);;General Practice(Year 4);;Musculoskeletal Medicine(Year 3),Discharge home to caregivers with appropriate return instructions,"The most likely diagnosis is transient synovitis (Irritable hip). 

As per RCH Guidelines for the limping child: ""Unless suspecting a specific diagnosis, investigations are usually not required in children with limp <3 days duration.""

https://www.rch.org.au/clinicalguide/guideline_index/Child_with_limp/ ","Urgent referral to orthopaedics for theatre and washout;;FBE, ESR, Blood cultures, left-hip X-ray and bone scan;;Broad-spectrum IV antibiotics;;Orthopaedics outpatients in 6 weeks for elective operative stabilisation "
a334825c-7046-4991-89dd-690e0b8fae58,"Q10. A 30-year-old male presents to his GP with increasing lower back pain during the night and morning stiffness. The pain and stiffness improves with exercise and does not improve with rest.
What investigation result would confirm your suspicions?
",FALSE,TRUE,Nath Xin***,,Positive human leukocyte antigen (HLA)-B27,Ankylosing spondylitis,"Elevated erythrocyte sedimentation rate (ESR) and C-reaction protein (CRP)
;;High bone-mineral density (BMD)
;;Microcytic, hypochromic anaemia
;;Positive rheumatoid factor (RF)
"
94030070-dd80-4a12-b30a-e0bc7da2c9f9,"Q6. A 65-year-old female presents to her GP with acute onset headache, associated with scalp tenderness, jaw claudication and stiff shoulders.
She denies visual loss, visual aura, photophobia, nausea, vomiting, rhinorrhoea, tearing from her eyes and neck pain.
What would be the most appropriate acute management?",FALSE,TRUE,Nath Xin***,Musculoskeletal Medicine(Year 3),High-dose oral prednisolone,Giant Cell Arteritis / Temporal Arteritis (commonly assoc. w/ Polymyalgia Rheumatica!),"Referral to neurosurgery for craniotomy and relief of intracranial pressure;;Dark room, IV normal saline and prochlorperazine;;Paracetamol and NSAID;;100% oxygen via non-rebreathing mask and subcutaneous sumatriptan"
5dc3bf44-4778-4e1c-9c48-65daa0acbf62,"Q9. A 37 year-old female presents to her General Practitioner with a new-onset, progressive history of dysphagia to solids and liquids. She also complains of burning pains in her fingers and toes, especially during the past Winter season.
On examination, she has white spots on her fingers and thread-like red lines on her skin around her lips.
What investigation would be best to discriminate what condition she has?
",FALSE,TRUE,Nath Xin***,Musculoskeletal Medicine(Year 3),Anti-centromere antibodies,"Limited cutaneous scleroderma - CREST syndrome
Calcinosis
Raynaud phenomenon
(O)esophageal dysmotility
Sclerodactyly
Telangiectasia
",Anti-neutrophil cytoplasmic antigen;;Anti-double stranded DNA test;;Anti-cardiolipin antibodies;;Anti-nuclear antibodies
418dd596-ec19-49ec-accf-6b2003227c11,"Q4. A 25-year-old male involved in a motor vehicle accident sustained a left femur fracture among other injuries. He has been admitted to the orthopaedic ward for further management.
While on the ward, one day after his admission, while the nurses were taking their regular observations, they noticed he had become hypoxic. The intern was paged and upon further examination, the patient became dyspneic, tachypneic and acutely confused.
Which of these is INCORRECT?",FALSE,TRUE,Nath Xin***,Musculoskeletal Medicine(Year 3),Early immobilisation of fractures should be avoided because it can precipitate fat embolism syndrome,"Early immobilisation is a preventative measure for fat embolism in long bone fractures. 
https://www.cicm.org.au/CICM_Media/CICMSite/CICM-Website/Resources/Publications/CCR%20Journal/Previous%20Editions/September%201999/08-Sept_1999_Fat-Embolism.pdf ","The characteristic red-brown, petechial rash may only be present in one-third of cases;;Diagnosing fat embolism syndrome may include laboratory studies and chest imaging;;Fat embolism syndrome is a rare clinical syndrome, typically due to long bone and pelvic fractures;;Treatment of fat embolism syndrome is largely supportive while it resolves spontaneously"
29c506fc-80ce-4aec-a8fc-38a7228e3297,"Q10. A 30-year-old male accountant presents to his GP with increasing lower back pain during the night and morning stiffness. The pain and stiffness improves with exercise and does not improve with rest.
What investigation result would confirm your suspicions?
",FALSE,TRUE,Nath Xin***,Musculoskeletal Medicine(Year 3),Positive human leukocyte antigen (HLA)-B27,Low back pain in a young male = Ankylosing spondylitis unless proven otherwise.,"Positive rheumatoid factor (RF)
;;High bone-mineral density (BMD)
;;Elevated erythrocyte sedimentation rate (ESR) and C-reaction protein (CRP)
;;Microcytic, hypochromic anaemia
"
fa3cec97-bbda-4da1-834d-0271817efb1e,"Q2. A 55-year-old overweight female presents to her GP with a three-month history of RUQ discomfort, fatigue and generalised pruritus. She denies pain after eating fatty meals and denies malodorous, floating stools. She does not take any medications. She denies being currently pregnant. She is a non-drinker and non-smoker. 
On examination, you notice mild conjunctival icterus and mild hepatosplenomegaly. No ascites is present. Murphy s sign is negative.
What would be the most appropriate investigation to confirm your suspected diagnosis?
",FALSE,TRUE,Nath Xin***,Musculoskeletal Medicine(Year 3),Anti-mitochondrial antibodies (AMA),"Primary Biliary Cholangitis
- Rare, autoimmune condition that primarily affects women between ages 30-65
- Up to 60% may be asymptomatic and are detected because of incidental abnormal LFTs
- Often associated with other autoimmune disorders e.g. Sjogren syndrome, autoimmune thyroid disease, arthropathies and myopathies

Liver function tests are appropriate but are not diagnostic",Anti-nuclear antibodies (ANA);;Extractable Nuclear Antigen Antibodies (ENA);;Liver function tests;;Erythrocyte Sedimentation Rate (ESR) and C-Reactive Protein (CRP)
a2b19f31-7526-430e-afff-aad53d679269,"During a fight a woman is stabbed in the lateral chest beneath the right arm. The wound does not enter the chest cavity. Physical examination reveals that the vertebral (medial) border of the patient's scapula projects posteriorly and is closer to the midline on the injured side. On return visit the patient complains that she cannot reach as far forward (such as to reach for a door knob) as she could before the injury. 

Which nerve was injured to cause these symptoms?",FALSE,TRUE,Tom Garry***,Musculoskeletal Medicine(Year 3),Long thoracic,"An injury to the long thoracic nerve denervates serratus anterior, meaning that there will be no muscle protracting the scapula and counteracting trapezius and the rhomboids, powerful retractors of the scapula. The long thoracic nerve is derived from the nerve roots of C5-7; this nerve is particularly vulnerable to iatrogenic injury during surgical procedures because it is located on the superficial side of serratus anterior.

The axillary nerve innervates teres minor and deltoid. It wraps around the surgical neck of the humerus and is endangered by fractures of the surgical neck. If the axillary nerve was damaged and deltoid was denervated, the patient would be unable to abduct his upper limb beyond 15 to 20 degrees. The musculocutaneous nerve innervates biceps brachi, coracobrachialis, and brachialis. If this nerve was disrupted, the patient would be unable to flex her or his forearm, and have weakened arm flexion. The radial nerve innervates extensors of the forearm and triceps brachi--if this nerve was injured, the patient would no longer be able to extend forearm, but only have slightly weakened arm extension (latissimus is the powerful extensor of the arm). Finally, the suprascapular nerve innervates supraspinatus--the muscle that initiates abduction. Damage to this nerve would prevent the patient from starting to abduct her or his arm.",Musculocutaneous;;Axillary;;Suprascapular;;Radial
4acb1957-45b1-4585-9813-860d051cb53f,"You are the ED nights intern in a rural emergency department. You attend a trauma call, where the patient is a 24 year old male who was ejected from the passenger seat of a car during a MVA (car v tree) at approximately 65km/h. He was not wearing a seatbelt. He is screaming in pain, tachycardic and has multiple lacerations that are actively bleeding on multiple limbs and his face, presumably from the glass windscreen. 

What is not a part of your initial management?",FALSE,TRUE,Tom Garry***,Emergency Medicine(Year 4),Examine and palpate the C spine,"According to the ATLS primary survey protocol, receiving a handover, assessing vitals, attending to ABCs and securing the C-Spine are the priorities initially, as these are the most important actions to ensure survival of the patient. Palpating the C spine is part if the secondary survey. ","Apply a Cervical Spine Collar
;;Listen to ARV handover;;Perform airway manoeuvers ;;Assess vital signs"
dd9ffc55-4103-4598-90c3-f5b4cc170ecc,"A 67 year old woman presents with palpitations. Her pulse rate is around 150/min. An ECG is ordered immediately, and shown below.

What does the ECG show?",FALSE,TRUE,Tom Garry***,Emergency Medicine(Year 4),Atrial Flutter,"The ECG shows atrial flutter with 2:1 block. It has the characteristic  sawtooth  appearance.

The QRS complexes are less than 3mm in width, therefore are narrow complex. This rules out broad-commplex tachycardia.

The ECG shows a regular rhythm, thus ruling out atrial fibrillation.

The classic delta wave and shortened PR interval are not present here, thus making Wolff-Parkinson White Syndrome unlikely.

Junctional Tachycardia would most likely show retrograde P waves and inverted P waves in the inferior leads.
","Broad-Complex Tachycardia;;Atrial Fibrillation
;;Junctional Tachycardia;;Wolff-Parkinson White Syndrome"
fcb380f1-4847-43f5-8609-287daf9c0b30,"Janice, a 78yo, who smokes like a chimney, presents to the ED with central chest pain. She has COPD, and was hospitalised last week for an infective exacerbation. The nurse has a ECG done, and it shows the following (see below).

What is the most likely cause of Janice  chest pain?",FALSE,TRUE,Tom Garry***,General Medicine(Year 3);;Emergency Medicine(Year 4),Pericarditis,"Pericarditis; Symptoms- Pleuritic chest pain, positional, usually anterior. 
Causes: infections (usually viral), metabolic, systemic/connective tissue disease, post injury. 
Diagnosis made on ECG: Concave ST elevation, PR depression, predominant T waves, widespread changes

Tamponade: US/echo (pericardiocentesis) - distended neck veins, faint heart sounds, hypotension ",Anterior STEMI;;Pulmonary Embolism;;Pleural Effusion;;Haemophilus Influenzae Pneumonia
96f19a0e-262a-40f5-bc33-aa5bac7e27c2,"John is a 28 year old male that has recently been in a motorcycle accident and has sustained a spinal injury. As the intern on the Rehabiliation team you have been asked examine John and record his neurological level of injury using the ASIA tool. Your findings are as follows:
Motor: 3+ hip flexor and 5+ knee extensor bilaterally 
Sensory: normal light touch and pin prick sensation in L2 distribution billaterally, no sensation below this level

According to these findings, what is the neurological level of the patient's spinal cord injury?",FALSE,TRUE,Tom Garry***,"Aged Care, Rehabilitation and Palliative Care(Year 4)",The neurological level is at L2 as this is the most caudal intact sensory and motor function ,"The ASIA assessment method for spinal cord injuries defines the level of injury as the most caudal spinal level at which there is normal sensation (both light touch and pin prick) and at least 3/5 power with all above levels having 5/5 power.

Reference: <a href=""http://asia-spinalinjury.org/information/downloads/"" target=""_blank"">ASIA Assessment Protocol</a>",The neurological level cannot be ascertained from one examination;;Cannot comment on the neurological level as we don t know if the lesion is sacral sparing;;The motor function dictates the neurological level therefore it is L2;;The neurological level is at L2 because this is where the sensory level is
e9dbfa33-f158-4ee4-9dc0-982b7facf63d,"A 74-year old man presents to his GP complaining of unsteadiness on his feet that has developed over many months, and is worsening. He also mentions he has noticed his hearing hasn't been great lately, and he mostly notices this in his right ear. The hearing loss is constant and has been deteriorating for 6 months or more. Neurological exam reveals no nystagmus or middle ear signs. Weber's test lateralises to the left ear, Rinne's test is normal bilaterally.

What is the most likely diagnosis?",FALSE,TRUE,Tom Garry***,General Medicine(Year 3);;General Practice(Year 4),Acoustic Neuroma,"The stem indicates unsteadiness and a progressive right-sided sensorineural hearing loss. The cochlear and vestibular nerves are most commonly affected by acoustic neuroma. The unsteadiness in acoustic neuroma is unlikely to be true vertigo and develops over a long period of time. 

Acoustic neuromas/vestibular schwannoma cause ~90% of cerebellopontine angle tumours.

Meniere's disease doesn't cause constant hearing loss, and episodes only last a minute or two, rather than having progressively worsening symptoms over a number of weeks-months.",Bell's Palsy;;Meniere's Disease;;Benign Paroxysmal Positional Vertigo (BPPV);;Presbycusis
99e005a2-91a2-48e8-8eb5-854e7649f700,Which of the following figures is an approximation of the amount of blood that is filtered at the glomerulus?,FALSE,TRUE,Tom Garry***,Renal/Gastro(Year 1),20%,"Roughly one fifth of the blood flowing through the glomerulus is filtered (i.e. moves into the lumen of the nephron). However, the vast majority of this filtered plasma is reabsorbed in the proximal convoluted tubule.",65%;;35%;;5%;;50%
5e88ae1c-5c40-4b2b-b60f-5dc83b9ac776,What type of Salter-Harris fracture is this?,FALSE,TRUE,Tom Garry***,Musculoskeletal Medicine(Year 3),II,"See <a href=""https://radiopaedia.org/articles/salter-harris-classification"" target=""_blank"">Radiopaedia</a>",V;;IV;;III;;I
ec3474c1-9d7a-4d42-9545-1f1c1e9b1b9f,"Gladys is a 32 year old G4P0, who is currently 8 weeks pregnant. She presents to the emergency department after experiencing light vaginal bleeding. On speculum examination the cervical os is open and no fetal heartbeat can be detected on ultrasound. This is her fourth miscarriage.  
 
Which of the following tests would be least useful in determining an underlying cause for Gladys recurrent miscarriages?",TRUE,TRUE,Tom Garry***,Women's Health(Year 3),Anti-SCL-70,"Etiology of recurrent pregnancy loss: 
1.	Mechanical: uterine abnormalities- congenital, polyps, intrauterine adhesions 
2.	Autoimmune: Antiphospholipid syndrome
3.	Karyotype: Aneuploidy, chromosomal rearrangements 
4.	Endocrine: Poorly controlled thyroid or diabetes, PCOS
5.	Maternal Infection: No infectious agent has been proven to cause recurrent pregnancy loss, though some cause sporadic loss: Listeria, toxoplasmosis, CMV, HSV. 
6.	Environment: Obesity, smoking, alcohol use 
7.	Pro-thrombotic conditions: thrombophilia 

Anti-SCL-70 is a serological test for scleroderma",Anti-dsDNA;;Thyroid function test;;Anti-cardiolipin;;Thrombophilia screen 
42e2b676-4059-454b-af08-40e80b5761b3,"Patient A is a 92 year old male undergoing conservative therapy for prostate cancer which was diagnosed 3 years ago. He has presented as he has a deep pain in his upper arm and ribs that is waking him up at night.

Patient B is a 73 year old female that underwent a right-hemicolectomy 4 years ago for bowel cancer. She has been referred to your team as she has been suffering from increasing RUQ pain over the last 2/52. The pain is described as more of a pressure or discomfort and a CT scan of the abdomen shows multiple nodules in the liver.

What is the best therapy for the pain these patients are experiencing.",FALSE,TRUE,Tom Garry***,"Aged Care, Rehabilitation and Palliative Care(Year 4)",Radiotherapy for Patient A; Corticosteroids for Patient B,"Radiotherapy is considered first line treatment for bony metastases in prostate cancer, as it shrinks the metastasis and provides good analgesia. If radiotherapy is not possible, bisphosphonates and denosumab may be used as second line medications.

Corticosteroids have a role in reducing the pain and inflammation associated with metastases to the liver, as seen in this patient (B) with metastatic bowel cancer.",Corticosteroids for Patient A; Radiotherapy for Patient B;;Corticosteroids for Patient A; Bisphosphonates for Patient B;;Bisphosphonates for Patient A; Corticosteroids for Patient B;;Corticosteroids for Patient A; Corticosteroids for Patient B
db09f995-f780-464c-9d5d-99d773d7f7ec,Which of the following is the biggest cause of CKD in Australia?,FALSE,TRUE,Tom Garry***,Renal/Gastro(Year 1);;General Medicine(Year 3),Diabetic nephropathy,"With a huge rise in incidence over the last several decades, diabetes and its associated nephropathy has become the most common cause of CKD in Australia.",Lithium toxicity;;Glomerulonephritis;;Hypertension/Ischaemic nephropathy;;Polycystic kidney disease
